Execution time: 9776.224710464478 seconds

Number of crossovers applied: 29814
Number of mutations applied: 2441

Best individuals and their accuracies for each test:
Test 1 => Best Individual: 01101101, Fitness: 0.7987012987012987
Test 3676 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3677 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3678 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3679 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3680 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3681 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3682 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3683 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3684 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3685 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3686 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3687 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3688 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3689 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3690 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3691 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3692 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3693 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3694 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3695 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3696 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3697 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3698 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3699 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3700 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3701 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3702 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3703 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3704 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3705 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3706 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3707 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3708 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3709 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3710 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3711 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3712 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3713 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3714 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3715 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3716 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3717 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3718 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3719 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3720 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3721 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3722 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3723 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3724 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3725 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3726 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3727 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3728 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3729 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3730 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3731 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3732 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3733 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3734 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3735 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3736 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3737 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3738 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3739 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3740 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3741 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3742 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3743 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3744 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3745 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3746 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3747 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3748 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3749 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3750 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3751 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3752 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3753 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3754 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3755 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3756 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3757 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3758 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3759 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3760 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3761 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3762 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3763 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3764 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3765 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3766 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3767 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3768 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3769 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3770 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3771 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3772 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3773 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3774 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3775 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3776 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3777 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3778 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3779 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3780 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3781 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3782 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3783 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3784 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3785 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3786 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3787 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3788 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3789 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3790 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3791 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3792 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3793 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3794 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3795 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3796 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3797 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3798 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3799 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3800 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3801 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3802 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3803 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3804 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3805 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3806 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3807 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3808 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3809 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3810 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3811 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3812 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3813 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3814 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3815 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3816 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3817 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3818 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3819 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3820 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3821 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3822 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3823 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3824 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3825 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3826 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3827 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3828 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3829 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3830 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3831 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3832 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3833 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3834 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3835 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3836 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3837 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3838 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3839 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3840 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3841 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3842 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3843 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3844 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3845 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3846 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3847 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3848 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3849 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3850 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3851 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3852 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3853 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3854 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3855 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3856 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3857 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3858 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3859 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3860 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3861 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3862 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3863 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3864 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3865 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3866 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3867 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3868 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3869 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3870 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3871 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3872 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3873 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3874 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3875 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3876 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3877 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3878 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3879 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3880 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3881 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3882 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3883 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3884 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3885 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3886 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3887 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3888 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3889 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3890 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3891 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3892 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3893 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3894 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3895 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3896 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3897 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3898 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3899 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3900 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3901 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3902 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3903 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3904 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3905 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3906 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3907 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3908 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3909 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3910 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3911 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3912 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3913 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3914 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3915 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3916 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3917 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3918 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3919 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3920 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3921 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3922 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3923 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3924 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3925 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3926 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3927 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3928 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3929 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3930 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3931 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3932 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3933 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3934 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3935 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3936 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3937 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3938 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3939 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3940 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3941 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3942 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3943 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3944 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3945 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3946 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3947 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3948 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3949 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3950 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3951 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3952 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3953 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3954 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3955 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3956 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3957 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3958 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3959 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3960 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3961 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3962 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3963 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3964 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3965 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3966 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3967 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3968 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3969 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3970 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3971 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3972 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3973 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3974 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3975 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3976 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3977 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3978 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3979 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3980 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3981 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3982 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3983 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3984 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3985 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3986 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3987 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3988 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3989 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3990 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3991 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3992 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3993 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3994 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3995 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3996 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3997 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3998 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 3999 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4000 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4001 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4002 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4003 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4004 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4005 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4006 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4007 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4008 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4009 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4010 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4011 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4012 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4013 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4014 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4015 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4016 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4017 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4018 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4019 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4020 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4021 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4022 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4023 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4024 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4025 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4026 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4027 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4028 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4029 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4030 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4031 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4032 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4033 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4034 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4035 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4036 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4037 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4038 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4039 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4040 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4041 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4042 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4043 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4044 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4045 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4046 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4047 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4048 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4049 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4050 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4051 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4052 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4053 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4054 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4055 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4056 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4057 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4058 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4059 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4060 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4061 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4062 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4063 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4064 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4065 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4066 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4067 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4068 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4069 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4070 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4071 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4072 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4073 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4074 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4075 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4076 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4077 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4078 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4079 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4080 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4081 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4082 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4083 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4084 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4085 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4086 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4087 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4088 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4089 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4090 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4091 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4092 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4093 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4094 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4095 => Best Individual: 01101111, Fitness: 0.8051948051948052
Test 4096 => Best Individual: 01101111, Fitness: 0.8051948051948052
