Execution time: 9776.224710464478 seconds

Number of crossovers applied: 29814
Number of mutations applied: 2441

Best individuals and their accuracies for each test:
Test 1 => Best Individual: 01101101, Fitness: 0.7987012987012987
Test 19857 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19858 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19859 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19860 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19861 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19862 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19863 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19864 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19865 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19866 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19867 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19868 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19869 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19870 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19871 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19872 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19873 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19874 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19875 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19876 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19877 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19878 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19879 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19880 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19881 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19882 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19883 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19884 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19885 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19886 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19887 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19888 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19889 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19890 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19891 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19892 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19893 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19894 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19895 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19896 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19897 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19898 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19899 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19900 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19901 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19902 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19903 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19904 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19905 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19906 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19907 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19908 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19909 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19910 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19911 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19912 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19913 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19914 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19915 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19916 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19917 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19918 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19919 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19920 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19921 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19922 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19923 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19924 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19925 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19926 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19927 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19928 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19929 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19930 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19931 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19932 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19933 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19934 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19935 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19936 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19937 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19938 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19939 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19940 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19941 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19942 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19943 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19944 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19945 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19946 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19947 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19948 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19949 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19950 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19951 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19952 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19953 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19954 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19955 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19956 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19957 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19958 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19959 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19960 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19961 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19962 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19963 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19964 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19965 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19966 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19967 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19968 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19969 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19970 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19971 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19972 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19973 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19974 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19975 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19976 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19977 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19978 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19979 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19980 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19981 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19982 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19983 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19984 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19985 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19986 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19987 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19988 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19989 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19990 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19991 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19992 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19993 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19994 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19995 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19996 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19997 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19998 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 19999 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20000 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20001 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20002 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20003 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20004 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20005 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20006 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20007 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20008 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20009 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20010 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20011 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20012 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20013 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20014 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20015 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20016 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20017 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20018 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20019 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20020 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20021 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20022 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20023 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20024 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20025 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20026 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20027 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20028 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20029 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20030 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20031 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20032 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20033 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20034 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20035 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20036 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20037 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20038 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20039 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20040 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20041 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20042 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20043 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20044 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20045 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20046 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20047 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20048 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20049 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20050 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20051 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20052 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20053 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20054 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20055 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20056 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20057 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20058 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20059 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20060 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20061 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20062 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20063 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20064 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20065 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20066 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20067 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20068 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20069 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20070 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20071 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20072 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20073 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20074 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20075 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20076 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20077 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20078 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20079 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20080 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20081 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20082 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20083 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20084 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20085 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20086 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20087 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20088 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20089 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20090 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20091 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20092 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20093 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20094 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20095 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20096 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20097 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20098 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20099 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20100 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20101 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20102 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20103 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20104 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20105 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20106 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20107 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20108 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20109 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20110 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20111 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20112 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20113 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20114 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20115 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20116 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20117 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20118 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20119 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20120 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20121 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20122 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20123 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20124 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20125 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20126 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20127 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20128 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20129 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20130 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20131 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20132 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20133 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20134 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20135 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20136 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20137 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20138 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20139 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20140 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20141 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20142 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20143 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20144 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20145 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20146 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20147 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20148 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20149 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20150 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20151 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20152 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20153 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20154 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20155 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20156 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20157 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20158 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20159 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20160 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20161 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20162 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20163 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20164 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20165 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20166 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20167 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20168 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20169 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20170 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20171 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20172 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20173 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20174 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20175 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20176 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20177 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20178 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20179 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20180 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20181 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20182 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20183 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20184 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20185 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20186 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20187 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20188 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20189 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20190 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20191 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20192 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20193 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20194 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20195 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20196 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20197 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20198 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20199 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20200 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20201 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20202 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20203 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20204 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20205 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20206 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20207 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20208 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20209 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20210 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20211 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20212 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20213 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20214 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20215 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20216 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20217 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20218 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20219 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20220 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20221 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20222 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20223 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20224 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20225 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20226 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20227 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20228 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20229 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20230 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20231 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20232 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20233 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20234 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20235 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20236 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20237 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20238 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20239 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20240 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20241 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20242 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20243 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20244 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20245 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20246 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20247 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20248 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20249 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20250 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20251 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20252 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20253 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20254 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20255 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20256 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20257 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20258 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20259 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20260 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20261 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20262 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20263 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20264 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20265 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20266 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20267 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20268 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20269 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20270 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20271 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20272 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20273 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20274 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20275 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20276 => Best Individual: 01100111, Fitness: 0.8051948051948052
Test 20277 => Best Individual: 01100111, Fitness: 0.8051948051948052
